"Race.ID","Chamber","State","Congressional.District","Year","R.D.Victory.Margin","Incumbent.Running.","Geography","District.PVI","Population.Square.Mile","Share.African.American","Share.Asian","Share.College.Educated","Share.Hispanic","Share.Non.Hispanic.White","Unopposed.D.","Unopposed.R.","Vote.Share.of.Last.D.Presidential.Candidate","Vote.Share.of.Last.R.House.Candidate"
"H2016GA09","House","GA",9,2016,1,"Republican","Quite Rural",30,132.8,0.080041453,0.013,0.216,0.125373363,0.770403528,0,1,0.2079,0.8067
"H2016GA10","House","GA",10,2016,1,"Republican","",14,97.51,0.265806556,0.021,0.267,0.054319017,0.651595492,0,1,0.3674,0.6652
"H2016GA11","House","GA",11,2016,0.3482,"Republican","Extremely Urban",19,645.95,0.168905914,0.035,0.41,0.104624934,0.676195643,0,0,0.3201,1
"H2016GA12","House","GA",12,2016,0.232,"Republican","",9,84.54,0.361275256,0.018,0.209,0.062270559,0.552972323,0,0,0.4404,0.5475
"H2016GA13","House","GA",13,2016,-1,"Democrat","Extremely Urban",-16,967.87,0.597237229,0.026,0.296,0.11957667,0.265449066,1,0,0.6976,0
"H2016GA14","House","GA",14,2016,1,"Republican","",26,190.99,0.096835993,0.011,0.181,0.113486849,0.766674999,0,1,0.2569,1
"H2016HI01","House","HI",1,2016,-0.4658,"Democrat","Extremely Urban",-18,3252.54,0.041679125,0.562,0.36,0.084085107,0.167715399,0,0,0.7062,0.4743
"H2016HI02","House","HI",2,2016,-0.5853,"Democrat","Quite Urban",-21,109.41,0.033015996,0.362,0.278,0.123114228,0.286269512,0,0,0.7278,0.1794
"H2016IA01","House","IA",1,2016,0.0766,"Republican","",-5,63.21,0.048740231,0.018,0.271,0.037116785,0.889250772,0,0,0.5694,0.4991
"H2016IA02","House","IA",2,2016,-0.0747,"Democrat","",-4,62.11,0.052233696,0.025,0.285,0.054555334,0.859207353,0,0,0.5665,0.4649
"H2016IA03","House","IA",3,2016,0.1374,"Republican","Quite Urban",0,86.65,0.0522817,0.033,0.331,0.067060202,0.840674787,0,0,0.5213,0.5187
"H2016IA04","House","IA",4,2016,0.2261,"Republican","Quite Rural",5,33.47,0.022693893,0.023,0.247,0.064005315,0.883204286,0,0,0.459,0.6047
"H2016ID01","House","ID",1,2016,0.3636,"Republican","Quite Urban",18,19.89,0.009220798,0.015,0.254,0.105428316,0.841008897,0,0,0.3316,0.6501
"H2016ID02","House","ID",2,2016,0.3352,"Republican","Quite Urban",17,18.12,0.00980593,0.016,0.301,0.136922926,0.81024277,0,0,0.3405,0.6136
"H2016IL01","House","IL",1,2016,-0.4819,"Democrat","Extremely Urban",-28,2758.78,0.523641467,0.019,0.289,0.098950863,0.356427722,0,0,0.7964,0.2691
"H2016IL02","House","IL",2,2016,-0.5962,"Democrat","Extremely Urban",-29,659.6,0.576960325,0.008,0.233,0.132577837,0.284881752,0,0,0.8135,0.2144
"H2016IL03","House","IL",3,2016,-1,"Democrat","Extremely Urban",-5,3005.37,0.057755221,0.044,0.269,0.329675972,0.567483271,1,0,0.5675,0.3544
"H2016IL04","House","IL",4,2016,-1,"Democrat","Extremely Urban",-29,13590.33,0.05044961,0.036,0.245,0.70090884,0.218839491,1,0,0.8255,0.2185
"H2016IL05","House","IL",5,2016,-0.4036,"Democrat","Extremely Urban",-16,7447.63,0.03982418,0.073,0.547,0.202861473,0.67994864,0,0,0.6748,0.3062
"H2016IL06","House","IL",6,2016,0.1844,"Republican","Extremely Urban",4,1881.87,0.035651602,0.096,0.522,0.118827663,0.746165928,0,0,0.4583,0.6714
"H2016IL07","House","IL",7,2016,-0.6848,"Democrat","Extremely Urban",-36,11401.34,0.498263597,0.075,0.407,0.14118956,0.280569954,0,0,0.8808,0.149
"H2016IL08","House","IL",8,2016,-0.1662,"Open Seat","Extremely Urban",-8,3468.33,0.055010296,0.137,0.326,0.278316945,0.513494645,0,0,0.5839,0.4427
"H2016IL09","House","IL",9,2016,-0.3296,"Democrat","Extremely Urban",-15,6766.14,0.093243785,0.131,0.532,0.113043912,0.640453405,0,0,0.6612,0.3391
"H2016IL10","House","IL",10,2016,-0.0521,"Republican","Extremely Urban",-8,2377.79,0.077629574,0.109,0.441,0.224600315,0.581308252,0,0,0.5832,0.513
"H2016IL11","House","IL",11,2016,-0.209,"Democrat","Extremely Urban",-8,2537.15,0.121797778,0.079,0.36,0.271637887,0.52537311,0,0,0.5874,0.4654
"H2016IL12","House","IL",12,2016,0.1462,"Republican","Quite Urban",0,142.33,0.185688809,0.012,0.24,0.033056941,0.762084107,0,0,0.5077,0.5246
"H2016IL13","House","IL",13,2016,0.1932,"Republican","Quite Urban",0,123.03,0.129804015,0.04,0.302,0.030615797,0.787004172,0,0,0.4985,0.5866
"H2016IL14","House","IL",14,2016,0.186,"Republican","Extremely Urban",5,446.18,0.041152552,0.044,0.421,0.112968057,0.795460411,0,0,0.4492,0.6541
"H2016IL15","House","IL",15,2016,1,"Republican","Quite Rural",14,48.5,0.05075229,0.008,0.202,0.027590305,0.909763761,0,1,0.348,0.7492
"H2016IL16","House","IL",16,2016,1,"Republican","Quite Urban",4,90.03,0.047209725,0.016,0.222,0.094925672,0.83338348,0,1,0.4608,0.7062
"H2016IL17","House","IL",17,2016,-0.2062,"Democrat","Quite Urban",-7,102.81,0.134614348,0.014,0.187,0.091824263,0.757911408,0,0,0.5866,0.4453
"H2016IL18","House","IL",18,2016,0.4427,"Republican","",11,67.78,0.043824423,0.028,0.317,0.027577108,0.892975529,0,0,0.3812,0.7472
"H2016IN01","House","IN",1,2016,-1,"Democrat","Extremely Urban",-10,622.65,0.201585501,0.013,0.226,0.151072934,0.629225605,1,0,0.6207,0.3584
"H2016IN02","House","IN",2,2016,0.2234,"Republican","Quite Urban",6,181.99,0.081061184,0.013,0.208,0.094304636,0.800472833,0,0,0.4287,0.5894
"H2016IN03","House","IN",3,2016,0.4713,"Open Seat","",13,172.33,0.072541937,0.022,0.229,0.060565539,0.83342846,0,0,0.3635,0.6579
"H2016IN04","House","IN",4,2016,0.3411,"Republican","",11,113.41,0.047922622,0.031,0.26,0.060120303,0.856115762,0,0,0.3773,0.6687
"H2016IN05","House","IN",5,2016,0.2717,"Republican","Extremely Urban",9,374.29,0.100314125,0.036,0.45,0.044242922,0.813019263,0,0,0.4145,0.6521
"H2016IN06","House","IN",6,2016,0.4244,"Republican","",12,116.07,0.036391363,0.016,0.207,0.024414318,0.917623167,0,0,0.3818,0.659
"H2016IN07","House","IN",7,2016,-0.2429,"Democrat","Extremely Urban",-13,2371.06,0.313494951,0.032,0.235,0.107997589,0.542672745,0,0,0.6399,0.4177
"H2016IN08","House","IN",8,2016,0.3201,"Republican","",8,99.29,0.052477617,0.011,0.213,0.022230236,0.906615531,0,0,0.4041,0.6032
"H2016IN09","House","IN",9,2016,0.1368,"Open Seat","",9,160.57,0.039250277,0.024,0.263,0.033262264,0.894244065,0,0,0.4157,0.6218
"H2016KS01","House","KS",1,2016,1,"Open Seat","",23,13.58,0.042507652,0.017,0.239,0.157910332,0.768702557,0,1,0.2825,0.6797
"H2016KS02","House","KS",2,2016,0.2838,"Republican","",8,50.43,0.061851032,0.017,0.292,0.066525839,0.82520482,0,0,0.4303,0.5704
"H2016KS03","House","KS",3,2016,0.107,"Republican","Extremely Urban",6,942.01,0.103221357,0.048,0.474,0.117286824,0.724295601,0,0,0.4516,0.6002
"H2016KS04","House","KS",4,2016,0.3106,"Republican","Quite Urban",14,49.83,0.086839788,0.033,0.295,0.120178498,0.739159334,0,0,0.3695,0.6666
"H2016KY01","House","KY",1,2016,0.4523,"Open Seat","Extremely Rural",18,59.87,0.083334945,0.007,0.157,0.026764216,0.876365994,0,0,0.3259,0.7312
"H2016KY02","House","KY",2,2016,1,"Republican","Quite Rural",16,100.75,0.073143005,0.016,0.209,0.031119047,0.873357008,0,1,0.3567,0.6919
"H2016KY03","House","KY",3,2016,-0.27,"Democrat","Extremely Urban",-4,2264.58,0.231882751,0.028,0.309,0.049592908,0.682608895,0,0,0.5655,0.3557
"H2016KY04","House","KY",4,2016,0.4264,"Republican","",16,165.09,0.045743283,0.012,0.283,0.033549249,0.901303087,0,0,0.3544,0.6773
"H2016KY05","House","KY",5,2016,1,"Republican","Extremely Rural",25,64.37,0.018098069,0.004,0.124,0.010648252,0.960216753,0,1,0.2363,0.7825
"H2016KY06","House","KY",6,2016,0.2218,"Republican","Quite Urban",9,168.47,0.103704341,0.02,0.317,0.045073491,0.820942151,0,0,0.4306,0.5999
"H2016LA01","House","LA",1,2016,0.6176,"Republican","Extremely Urban",26,187.44,0.151920259,0.024,0.303,0.087203212,0.720582033,0,0,0.2751,0.7756
"H2016LA02","House","LA",2,2016,-1,"Democrat","Extremely Urban",-23,595.62,0.618246555,0.025,0.234,0.063019261,0.288008613,1,0,0.7688,0
"H2016LA03","House","LA",3,2016,1,"Open Seat","Quite Urban",19,108.2,0.260368824,0.015,0.21,0.037694734,0.676332442,0,1,0.3283,0.7867
"H2016LA04","House","LA",4,2016,0.3046,"Open Seat","",13,60.76,0.352948219,0.01,0.199,0.037103068,0.585711406,0,0,0.4022,0.7343
"H2016LA05","House","LA",5,2016,1,"Republican","Quite Rural",15,52.28,0.366066098,0.007,0.168,0.022633411,0.600379882,0,1,0.382,0.6422
"H2016LA06","House","LA",6,2016,0.4776,"Republican","Quite Urban",21,187.31,0.255210996,0.022,0.279,0.04310165,0.667545556,0,0,0.3262,0.6243
"H2016MA01","House","MA",1,2016,-1,"Democrat","Quite Urban",-13,309.54,0.074749723,0.021,0.297,0.175168097,0.727687146,1,0,0.6511,0
"H2016MA02","House","MA",2,2016,-1,"Democrat","Quite Urban",-8,446.88,0.063432522,0.057,0.384,0.09279272,0.781008101,1,0,0.5996,0
"H2016MA03","House","MA",3,2016,-0.3587,"Democrat","Extremely Urban",-6,959.96,0.047955886,0.083,0.374,0.189497501,0.675750728,0,0,0.5788,0.3537
"H2016MA04","House","MA",4,2016,-0.3865,"Democrat","Extremely Urban",-6,1088.65,0.037048981,0.063,0.51,0.047714941,0.84114744,0,0,0.5803,0
"H2016MA05","House","MA",5,2016,-1,"Democrat","Extremely Urban",-14,2744.51,0.061268643,0.118,0.574,0.082722522,0.726178384,1,0,0.6633,0
"H2016MA06","House","MA",6,2016,-1,"Democrat","Extremely Urban",-4,1381.03,0.050236084,0.043,0.44,0.086274214,0.820828834,1,0,0.5548,0.4015
"H2016MA07","House","MA",7,2016,-1,"Democrat","Extremely Urban",-31,11608.65,0.310678661,0.104,0.429,0.219011873,0.404570287,1,0,0.841,0
"H2016MA08","House","MA",8,2016,-0.425,"Democrat","Extremely Urban",-6,2229.11,0.103925399,0.083,0.468,0.058771767,0.738990754,0,0,0.5862,0
"H2016MA09","House","MA",9,2016,-0.2081,"Democrat","Extremely Urban",-5,598.91,0.043637302,0.015,0.359,0.04989709,0.865031198,0,0,0.5629,0.4346
"H2016MD01","House","MD",1,2016,0.3837,"Republican","",14,181.7,0.131017417,0.023,0.306,0.037851188,0.800211992,0,0,0.3853,0.7042
"H2016MD02","House","MD",2,2016,-0.2896,"Democrat","Extremely Urban",-10,2073.63,0.365178287,0.053,0.334,0.070428587,0.507256708,0,0,0.6418,0.3586
"H2016MD03","House","MD",3,2016,-0.2932,"Democrat","Extremely Urban",-9,2367.64,0.220225051,0.075,0.472,0.093012497,0.597509105,0,0,0.6196,0.403
"H2016MD04","House","MD",4,2016,-0.5265,"Democrat","Extremely Urban",-26,2417.87,0.544152677,0.031,0.34,0.154480308,0.264071006,0,0,0.7909,0.2826
"H2016MD05","House","MD",5,2016,-0.3801,"Democrat","Quite Urban",-14,486.4,0.40406239,0.042,0.337,0.086772777,0.460035965,0,0,0.6721,0.3572
"H2016MD06","House","MD",6,2016,-0.1587,"Democrat","Extremely Urban",-4,373.51,0.156258985,0.111,0.415,0.132217124,0.591262086,0,0,0.5653,0.4825
"H2016MD07","House","MD",7,2016,-0.5308,"Democrat","Extremely Urban",-24,1468.89,0.558295548,0.075,0.378,0.033577457,0.327633295,0,0,0.7716,0.2701
"H2016MD08","House","MD",8,2016,-0.2636,"Democrat","Extremely Urban",-11,839.12,0.135858476,0.094,0.556,0.149747044,0.601013681,0,0,0.632,0.3903
"H2016ME01","House","ME",1,2016,-0.1548,"Democrat","Quite Rural",-9,202.15,0.021541378,0.016,0.369,0.016687276,0.931736033,0,0,0.6094,0.2943
"H2016ME02","House","ME",2,2016,0.0926,"Republican","Extremely Rural",-2,24.1,0.012275622,0.007,0.23,0.01359766,0.939980436,0,0,0.5437,0.4519
"H2016MI01","House","MI",1,2016,0.1484,"Open Seat","Extremely Rural",5,28.21,0.022964111,0.007,0.246,0.019856142,0.90980181,0,0,0.458,0.5214
"H2016MI02","House","MI",2,2016,0.301,"Republican","Quite Urban",7,215.16,0.082742058,0.023,0.238,0.093315259,0.791241104,0,0,0.4349,0.6363
"H2016MI03","House","MI",3,2016,0.2195,"Republican","Quite Urban",4,268.56,0.103089578,0.021,0.314,0.07316035,0.794918835,0,0,0.4631,0.5791
"H2016MI04","House","MI",4,2016,0.2955,"Republican","Extremely Rural",5,83.47,0.02630285,0.01,0.219,0.032579619,0.913928182,0,0,0.4596,0.5649
"H2016MI05","House","MI",5,2016,-0.2605,"Democrat","Quite Urban",-10,300.58,0.192053497,0.01,0.19,0.047085464,0.742225171,0,0,0.6131,0.3116
"H2016MI06","House","MI",6,2016,0.2223,"Republican","",1,199.05,0.104276083,0.016,0.28,0.059529681,0.809253633,0,0,0.4929,0.5589
"H2016MI07","House","MI",7,2016,0.1502,"Republican","",3,166.99,0.056015607,0.01,0.246,0.042544223,0.880049081,0,0,0.4843,0.5345
"H2016MI08","House","MI",8,2016,0.1685,"Republican","Quite Urban",2,469.65,0.069791883,0.047,0.406,0.048196919,0.82869751,0,0,0.4844,0.546
"H2016MI09","House","MI",9,2016,-0.2051,"Democrat","Extremely Urban",-6,3845.39,0.146627635,0.045,0.303,0.021654282,0.773984485,0,0,0.5772,0.3609
"H2016MI10","House","MI",10,2016,0.308,"Open Seat","",6,170.51,0.036894072,0.017,0.23,0.033194743,0.900366858,0,0,0.4414,0.6868
"H2016MI11","House","MI",11,2016,0.1275,"Republican","Extremely Urban",4,1683.86,0.06967672,0.103,0.466,0.035840325,0.77687157,0,0,0.4728,0.559
"H2016MI12","House","MI",12,2016,-0.3509,"Democrat","Extremely Urban",-15,1750.88,0.118096948,0.057,0.34,0.058026608,0.753059236,0,0,0.6687,0.3132
"H2016MI13","House","MI",13,2016,-0.6137,"Democrat","Extremely Urban",-34,3819.17,0.56421268,0.015,0.147,0.071247801,0.341247138,0,0,0.8563,0.1631
"H2016MI14","House","MI",14,2016,-0.5983,"Democrat","Extremely Urban",-29,3801.08,0.578115046,0.05,0.308,0.048190277,0.31985016,0,0,0.8133,0.1967
"H2016MN01","House","MN",1,2016,-0.0076,"Democrat","",1,55.37,0.034355603,0.028,0.28,0.062067378,0.865838942,0,0,0.5072,0.4567
"H2016MN02","House","MN",2,2016,0.0179,"Open Seat","Extremely Urban",2,271.95,0.058250807,0.048,0.385,0.057829242,0.820788773,0,0,0.5005,0.5604
"H2016MN03","House","MN",3,2016,0.1369,"Republican","Extremely Urban",2,1257.93,0.082235783,0.074,0.49,0.043318227,0.787972365,0,0,0.5041,0.6214
"H2016MN04","House","MN",4,2016,-0.2337,"Democrat","Extremely Urban",-11,1994.01,0.118626788,0.125,0.422,0.066703781,0.675665121,0,0,0.6378,0.329
"H2016MN05","House","MN",5,2016,-0.4678,"Democrat","Extremely Urban",-22,4887.15,0.191382438,0.062,0.445,0.093052641,0.628079166,0,0,0.7538,0.2397
"H2016MN06","House","MN",6,2016,0.3131,"Republican","Quite Urban",10,230.02,0.034437887,0.024,0.295,0.026545994,0.899740042,0,0,0.4235,0.5629
"H2016MN07","House","MN",7,2016,-0.0503,"Democrat","Extremely Rural",6,19.83,0.015901687,0.009,0.218,0.041957714,0.893236921,0,0,0.45,0.4566
"H2016MN08","House","MN",8,2016,-0.0056,"Democrat","Quite Rural",-1,23.76,0.017142557,0.008,0.23,0.016774904,0.918644808,0,0,0.5281,0.4711
"H2016MO01","House","MO",1,2016,-0.555,"Democrat","Extremely Urban",-28,3321.87,0.513180375,0.031,0.318,0.036349185,0.411769501,0,0,0.8087,0.2157
"H2016MO02","House","MO",2,2016,0.2087,"Republican","Extremely Urban",8,1607.3,0.044776041,0.047,0.492,0.026182655,0.871540042,0,0,0.4203,0.6412
"H2016MO03","House","MO",3,2016,0.3991,"Republican","",13,109.26,0.042768154,0.01,0.264,0.021596363,0.913481628,0,0,0.368,0.6833
"H2016MO04","House","MO",4,2016,0.3999,"Republican","Quite Rural",13,51.98,0.065538049,0.017,0.239,0.037680119,0.865474597,0,0,0.373,0.6808
"H2016MO05","House","MO",5,2016,-0.2066,"Democrat","Extremely Urban",-9,308.73,0.234428436,0.021,0.282,0.088948704,0.64014012,0,0,0.5992,0.4496
"H2016MO06","House","MO",6,2016,0.3957,"Republican","",12,41.14,0.057039157,0.013,0.286,0.038511518,0.88076801,0,0,0.3871,0.6665
"H2016MO07","House","MO",7,2016,0.4015,"Republican","",19,119.34,0.027319487,0.014,0.232,0.04985112,0.883261717,0,0,0.3095,0.6346
"H2016MO08","House","MO",8,2016,0.5173,"Republican","Quite Rural",17,37.62,0.058799569,0.007,0.15,0.017086826,0.906847819,0,0,0.3269,0.6665
"H2016MS01","House","MS",1,2016,0.4078,"Republican","Quite Rural",16,70.16,0.284903765,0.007,0.207,0.032608252,0.672306973,0,0,0.3741,0.6791
"H2016MS02","House","MS",2,2016,-0.3796,"Democrat","",-13,47.7,0.667227864,0.005,0.193,0.018922074,0.30338708,0,0,0.668,0
"H2016MS03","House","MS",3,2016,0.3583,"Republican","Quite Rural",14,58.16,0.349202871,0.011,0.259,0.021497702,0.605112177,0,0,0.3946,0.6889
"H2016MS04","House","MS",4,2016,0.3724,"Republican","",21,92.21,0.250138074,0.015,0.211,0.040953223,0.686044046,0,0,0.3158,0.6992
"H2016MT00","House","MT",0,2016,0.1564,"Republican","",7,6.8,0.009542582,0.006319896,0.31,0.036112141,0.86601081,0,0,0.4295,0.5541
"H2016NC01","House","NC",1,2016,-0.3966,"Democrat","",-19,124.79,0.544949293,0.021,0.277,0.088420123,0.347176618,0,0,0.7163,0.2662
"H2016NC02","House","NC",2,2016,0.1342,"Republican","",10,271.83,0.184321776,0.019,0.362,0.11275433,0.645128109,0,0,0.4212,0.5883
"H2016NC03","House","NC",3,2016,0.344,"Republican","",11,101.7,0.203799337,0.016,0.228,0.06985832,0.701733875,0,0,0.4141,0.6781
"H2016NC04","House","NC",4,2016,-0.3644,"Democrat","Extremely Urban",-20,1001.21,0.331583381,0.087,0.545,0.121279113,0.476298389,0,0,0.7227,0.2525
"H2016NC05","House","NC",5,2016,0.168,"Republican","",11,184.81,0.136263907,0.016,0.263,0.08761128,0.748773522,0,0,0.4024,0.6102
"H2016NC06","House","NC",6,2016,0.1846,"Republican","Quite Rural",10,187.53,0.173610598,0.018,0.246,0.060743671,0.731827592,0,0,0.4172,0.5867
"H2016NC07","House","NC",7,2016,0.2182,"Republican","",12,123.48,0.177797392,0.009,0.249,0.102259003,0.689303855,0,0,0.4026,0.5935
"H2016NC08","House","NC",8,2016,0.1754,"Republican","Quite Urban",11,248.23,0.209947169,0.025,0.265,0.093781784,0.612973152,0,0,0.4137,0.6486
"H2016NC09","House","NC",9,2016,0.1636,"Republican","",8,189.34,0.145972699,0.028,0.338,0.088955753,0.707497265,0,0,0.4323,0.939
"H2016NC10","House","NC",10,2016,0.2628,"Republican","",11,283.34,0.128768235,0.017,0.246,0.063470446,0.784093554,0,0,0.4135,0.6102
"H2016NC11","House","NC",11,2016,0.2818,"Republican","Quite Rural",13,111.03,0.040252291,0.012,0.24,0.05956874,0.861851567,0,0,0.383,0.629
"H2016NC12","House","NC",12,2016,-0.3404,"Democrat","Extremely Urban",-26,1745.05,0.517144382,0.058,0.398,0.140491262,0.287462656,0,0,0.7905,0.2465
"H2016NC13","House","NC",13,2016,0.122,"Open Seat","Quite Urban",8,400.45,0.197893351,0.035,0.27,0.084137298,0.687320908,0,0,0.4414,0.5731
"H2016ND00","House","ND",0,2016,0.4538,"Republican","",10,9.75,0.026751554,0.010272216,0.296,0.034427315,0.859135876,0,0,0.3986,0.5554
"H2016NE01","House","NE",1,2016,0.389,"Republican","Quite Urban",10,68.56,0.041623324,0.027,0.325,0.090782054,0.821782178,0,0,0.4155,0.6882
"H2016NE02","House","NE",2,2016,0.012,"Democrat","Extremely Urban",4,1194.3,0.112791218,0.034,0.392,0.109691054,0.731912938,0,0,0.4635,0.4557
"H2016NE03","House","NE",3,2016,1,"Republican","Quite Rural",23,9.03,0.015932232,0.008,0.222,0.11141488,0.852257851,0,1,0.2837,0.7539
"H2016NH01","House","NH",1,2016,-0.0134,"Republican","Quite Urban",1,267.18,0.02364064,0.026,0.372,0.036662497,0.910233161,0,0,0.5081,0.5171
"H2016NH02","House","NH",2,2016,-0.0444,"Democrat","Quite Rural",-3,101.44,0.016750434,0.029,0.359,0.029942274,0.90849328,0,0,0.5491,0.4487
"H2016NJ01","House","NJ",1,2016,-0.2319,"Democrat","Extremely Urban",-13,2093.19,0.192026615,0.052,0.304,0.130238131,0.626858824,0,0,0.6582,0.3943
"H2016NJ02","House","NJ",2,2016,0.2199,"Republican","Quite Urban",-1,350.15,0.141415879,0.039,0.258,0.161435485,0.657461659,0,0,0.541,0.6146
"H2016NJ03","House","NJ",3,2016,0.2045,"Republican","Extremely Urban",1,814.34,0.127948314,0.037,0.339,0.080325186,0.755280579,0,0,0.5232,0.5399
"H2016NJ04","House","NJ",4,2016,0.302,"Republican","Extremely Urban",7,1058.94,0.074213311,0.043,0.396,0.104155466,0.773829688,0,0,0.452,0.6796
"H2016NJ05","House","NJ",5,2016,-0.0441,"Republican","Extremely Urban",4,739.09,0.058065116,0.105,0.477,0.127064764,0.707909618,0,0,0.4843,0.5541
"H2016NJ06","House","NJ",6,2016,-0.2884,"Democrat","Extremely Urban",-8,3399.01,0.118025348,0.19,0.389,0.215358406,0.47393895,0,0,0.6215,0.3893
"H2016NJ07","House","NJ",7,2016,0.1096,"Republican","Extremely Urban",6,755.17,0.051443428,0.102,0.513,0.113856718,0.721912944,0,0,0.4686,0.5925
"H2016NJ08","House","NJ",8,2016,-0.5855,"Democrat","Extremely Urban",-24,13396.56,0.125334218,0.09,0.331,0.5500018,0.251209196,0,0,0.7909,0.1904
"H2016NJ09","House","NJ",9,2016,-0.417,"Democrat","Extremely Urban",-14,7684.69,0.122276694,0.131,0.336,0.365187168,0.382608696,0,0,0.6892,0.3009
"H2016NJ10","House","NJ",10,2016,-0.738,"Democrat","Extremely Urban",-34,9650.4,0.518733203,0.074,0.283,0.207777336,0.203387282,0,0,0.8843,0.1262
"H2016NJ11","House","NJ",11,2016,0.1914,"Republican","Extremely Urban",6,1450.89,0.048272498,0.102,0.544,0.115120225,0.734711965,0,0,0.4707,0.6257
"H2016NJ12","House","NJ",12,2016,-0.3084,"Democrat","Extremely Urban",-14,1777.3,0.190938607,0.168,0.455,0.170636594,0.47093195,0,0,0.6724,0.3651
"H2016NM01","House","NM",1,2016,-0.303,"Democrat","Extremely Urban",-7,149.21,0.038711444,0.024,0.329,0.493781239,0.401440257,0,0,0.5827,0.4141
"H2016NM02","House","NM",2,2016,0.2547,"Republican","Quite Urban",5,9.57,0.027021842,0.008,0.21,0.537724137,0.373035282,0,0,0.4648,0.6443
"H2016NM03","House","NM",3,2016,-0.2484,"Democrat","",-8,15.27,0.027068185,0.013,0.272,0.408016086,0.374011126,0,0,0.5977,0.3845
"H2016NV01","House","NV",1,2016,-0.3311,"Democrat","Extremely Urban",-14,6460.65,0.1214647,0.09,0.152,0.466987729,0.306866639,0,0,0.6694,0.3787
"H2016NV02","House","NV",2,2016,0.2137,"Republican","Extremely Urban",5,12.09,0.029650485,0.043,0.255,0.223704249,0.664795375,0,0,0.4585,0.6573
"H2016NV03","House","NV",3,2016,-0.0127,"Republican","Extremely Urban",0,236.97,0.090503722,0.143,0.315,0.165328816,0.573335653,0,0,0.5041,0.6075
"H2016NV04","House","NV",4,2016,-0.0401,"Republican","Extremely Urban",-4,13.24,0.167696565,0.061,0.204,0.278917938,0.470980307,0,0,0.5545,0.4853
"H2016NY01","House","NY",1,2016,0.1558,"Republican","Extremely Urban",2,1104.13,0.064179339,0.041,0.341,0.148464948,0.748684607,0,0,0.5025,0.5321
"H2016NY02","House","NY",2,2016,0.2222,"Republican","Extremely Urban",1,3943.23,0.10829249,0.032,0.312,0.228424847,0.625251374,0,0,0.5223,0.6492
"H2016NY03","House","NY",3,2016,-0.0554,"Open Seat","Extremely Urban",0,2815.42,0.036358144,0.163,0.516,0.102702543,0.688651692,0,0,0.5131,0.4339
"H2016NY04","House","NY",4,2016,-0.1748,"Democrat","Extremely Urban",-3,6474.59,0.16917111,0.068,0.425,0.206566393,0.561890016,0,0,0.5681,0.4571
"H2016NY05","House","NY",5,2016,-0.6801,"Democrat","Extremely Urban",-35,13834,0.515984178,0.167,0.255,0.211375624,0.103990789,0,0,0.9087,0
"H2016NY06","House","NY",6,2016,-0.4083,"Democrat","Extremely Urban",-13,24100.3,0.05200373,0.4,0.359,0.185658142,0.343066125,0,0,0.6862,0
"H2016NY07","House","NY",7,2016,-0.7473,"Democrat","Extremely Urban",-34,44412.62,0.115211628,0.182,0.337,0.405376673,0.309563888,0,0,0.8956,0.0834
"H2016NY08","House","NY",8,2016,-1,"Democrat","Extremely Urban",-35,24197.84,0.540827096,0.055,0.337,0.179174975,0.238082866,1,0,0.8974,0
"H2016NY09","House","NY",9,2016,-1,"Democrat","Extremely Urban",-32,46184.56,0.511080384,0.072,0.375,0.123689286,0.311845632,1,0,0.8597,0
"H2016NY10","House","NY",10,2016,-0.5197,"Democrat","Extremely Urban",-23,50365.4,0.056183863,0.189,0.603,0.121697381,0.61155696,0,0,0.7457,0
"H2016NY11","House","NY",11,2016,0.2291,"Republican","Extremely Urban",2,10902.45,0.088633314,0.141,0.344,0.171350628,0.601781454,0,0,0.5217,0.5305
"H2016NY12","House","NY",12,2016,-0.6243,"Democrat","Extremely Urban",-27,48526.5,0.058881715,0.142,0.722,0.135966405,0.649459225,0,0,0.7815,0.1936
"H2016NY13","House","NY",13,2016,-0.7488,"Open Seat","Extremely Urban",-42,70020.2,0.325513572,0.048,0.31,0.544279456,0.148143931,0,0,0.9536,0
"H2016NY14","House","NY",14,2016,-0.5932,"Democrat","Extremely Urban",-26,25369.67,0.123070948,0.166,0.256,0.475218207,0.23039032,0,0,0.8152,0
"H2016NY15","House","NY",15,2016,-0.8238,"Democrat","Extremely Urban",-43,49360.94,0.328416497,0.018,0.124,0.660486519,0.031270081,0,0,0.9699,0
"H2016NY16","House","NY",16,2016,-1,"Democrat","Extremely Urban",-21,9157.93,0.350511461,0.055,0.406,0.248483077,0.372892245,1,0,0.7429,0
"H2016NY17","House","NY",17,2016,-1,"Democrat","Extremely Urban",-5,1875.72,0.119218744,0.059,0.445,0.222255439,0.59600216,1,0,0.5768,0.4171
"H2016NY18","House","NY",18,2016,-0.1024,"Democrat","Quite Urban",0,530.29,0.112616412,0.031,0.357,0.164244413,0.68606963,0,0,0.5218,0.4588
"H2016NY19","House","NY",19,2016,0.0764,"Open Seat","Extremely Rural",-1,90.43,0.056789365,0.017,0.292,0.073342942,0.848825038,0,0,0.5316,0.6256
"H2016NY20","House","NY",20,2016,-0.3378,"Democrat","Extremely Urban",-7,582.9,0.115330249,0.052,0.387,0.06330581,0.763267035,0,0,0.6041,0.3732
